text,labels
"
Speaking of Psygnosis, they have licensed games to Philips Interative
Media International for CD-I.

The following was recently posted in a message in the CD-I section of
the Multimedia Forum.

""Seventh Guest has been licensed by Virgin Games to Philips Interactive
Media International for worldwide CD-I rights. Were also licensed to
P.I.M.I. Litil Divil from Gremlin Graphics (UK) and Microcosm from
Psygnosis (UK). Those three titles will be adapted on CD-I using the full
potential of the FMV cartridge, meaning, using the additional memory as
well as the motion video capabilities. Those titles have been negociated
in Europe but will be available worldwide.

Also, Lemmings 1 & 2 have been licensed from Psygnosis, as well as Striker
Soccer from Rage (UK).""

I don't know when these titles will be available or when work on them even
started (so don't expect your CD-I retailer to have them yet).

There was also some mention of future Nintendo CD-I games in an issue of the
UK magazine ERT - Mario Hotel was mentioned as having 75 levels.

Mark

[Although I work for Philips, I don't work on CD-I or multimedia. The above
info is just provided in good faith from what I've read and does not
represent any statement from Philips]",graphics
"
   I agree with you.
",graphics
"Can anyone tell me where to find a MPEG viewer (either DOS or
Windows).

Thanks in advance.

-- 
Alan M. Jackson      Mail : ajackson@cch.cov.ac.uk",graphics
"The home office number for ENVIRONET is (301) 286-5690 (note area
code change).  A friend of mine used to use it to get LDEF data, but
he had to apply for a login name and password.  I have a call in for
more info, which I hope to get in the morning.",space
"-> I am looking for source-code for the radiosity-method.

 I don't know what kind of machine you want it for, but the program
Radiance comes with 'C' source code - I don't have ftp access so I
couldn't tell you where to get it via that way.",graphics
"
Whatabout, Schools, Universities, Rich Individuals (around 250 people 
in the UK have more than 10 million dollars each). I reecieved mail
from people who claimed they might get a person into space for $500
per pound. Send a skinny person into space and split the rest of the money
among the ground crew!
Agreed. I volunteer for any UK attempts. But one clause: No launch methods
which are clearly dangerous to the environment (ours or someone else's). No
usage of materials from areas of planetary importance.


Yes: We should *do* this rather than talk about it. Lobby people!
The major problem with the space programmes is all talk/paperwork and
no action!


",space
"I am interested in a 2d/3d graphics library which will allow our design
team to write graphics software for Unix workstations and be as portable as 
possible.  Eventually this software will have to be moved to Microsoft
Windows.  It is my opinion that a good API with hooks to PEX underneath
would prove most portable.

Does anyone out there have any experience with Figaro+ form TGS or
HOOPS from Ithaca Software?  I would appreciate any comments.

- Claye Hart
",graphics
,religion
"
[horror story about FBI ruining a guy's life for the hell of it omitted]


So, is this a real story or a work of fiction?  How about some
sources?  When, where, and in what newspaper did you get all this
from?  Or is it all hypothetical?",religion
"Bully, Them; Bludgeon Them, Bury Them.
-- 
Dave Feustel N9MYI <feustel@netcom.com>",politics
"Hello,

Hello,

     I was wondering if anyone knew of a PC or MAC
implementation of the marching cubes algorithm that will output
the individual faces.  If there is no such application, might there
be some C source code that I could modify to implement the
algorithm and get to the individual faces.

Thanks in advance
Sincerly

Tracy",graphics
"I would like to program Tseng ET4000 to nonstandard 1024x768 mode by
switching to standard 1024x768 mode using BIOS and than changing some
timing details (0x3D4 registers 0x00-0x1F) but I don't know how to
select 36 MHz pixel clock I need. The BIOS function selects 40 MHz.

Is there anybody who knows where to obtain technical info about this.
I am also interested in any other technical information about Tseng ET4000
and Trident 8900 and 9000 chipsets.

			thanks very much",graphics
"Hi,

Can anybody suggest robust algorithms/code for computing the point of intersection
on n, 2-d lines in a plane. The data has outliers and hence a simple least squares
technique does not seem to provide satifactory results.

Please respond by e-mail and I will post the summary to the newsgroups
if there is sufficient interest.

Thanks,

Raj Talluri
Member Technical Staff
Image Understanding Branch
Texas Instruments
Central Research Labs
Dallas, Texas 75248",graphics
"Can someone please remind me who said a well known quotation? 

He was sitting atop a rocket awaiting liftoff and afterwards, in answer to
the question what he had been thinking about, said (approximately) ""half a
million components, each has to work perfectly, each supplied by the lowest
bidder....."" 

Attribution and correction of the quote would be much appreciated. ",space
"But he said,
	Yea rather,
	blessed are they
	that hear the word of God,
	and keep it.",religion
"


One more time.

It ain't about duck hunting.

It ain't about lone perps on lonely streets.

It's about DEFENDING OUR RIGHTS from the *GOVERNMENT*, which 
has seen fit to ignore history and attempt once again to take
them from us.  They WILL SUCCEED if we don't do something NOW.

That's why I think the NRA is a bunch of WEENIES, because they
have FORGOTTEN that fundamental fact.

Pardon all my shouting, but there seem to be a whole helluva lot
of people on Condition White, fat, dumb, and happy, sucking that
glass teat for all they're worth.... Wake up and smell the cordite,
gang, they're shooting at us, and it's high time we shot back,
at least with our keyboards..... 

my two bits'",politics
"An excellent reference for non-technical readers on the ORION system is
""The Starflight Handbook"", by Eugene Mallove and Gregory Matloff, ISBN
0-471-61912-4. The relevant chapter is 4: Nuclear Pulse Propulsion.

The book also contains lots of technical references for the more academically
inclined. 

Enjoy!",space
"





The first means that some aspect of reality contains objective values.
The second means that values are a reference to some preference of the
individual.  In the first case, it is possible that some future discovery
might invalidate certain views re what objective values are.

--",religion
